valor,categoria,dia_da_semana,essencial,recorrente
136.96,Alimentação,7,1,0
56.46,Alimentação,3,1,1
117.85,Manutenção,6,1,1
116.98,Lazer,5,0,1
101.62,Manutenção,5,0,1
20.6,Combustível,3,1,1
138.19,Manutenção,5,0,0
24.49,Manutenção,6,1,1
21.31,Manutenção,1,0,1
50.67,Combustível,7,1,1
126.1,Combustível,5,1,1
149.61,Combustível,6,1,1
76.29,Lazer,1,0,0
49.47,Lazer,5,0,0
51.79,Manutenção,1,1,0
66.86,Lazer,1,0,0
58.77,Lazer,3,0,1
11.9,Alimentação,6,1,0
121.47,Manutenção,2,0,0
11.24,Lanche,4,1,1
41.65,Lazer,2,0,0
128.3,Manutenção,7,1,0
68.85,Manutenção,5,1,0
21.38,Lanche,6,1,0
149.61,Lanche,2,1,1
91.22,Alimentação,3,1,1
67.0,Combustível,5,1,1
86.01,Lanche,4,0,0
43.44,Alimentação,1,1,0
103.3,Manutenção,2,0,0
94.23,Combustível,4,1,1
62.52,Lazer,1,0,0
62.2,Lanche,1,0,0
25.66,Alimentação,1,1,1
28.35,Alimentação,3,1,0
84.02,Alimentação,2,1,0
133.74,Lazer,2,0,0
32.1,Lazer,4,0,1
55.41,Alimentação,7,1,0
128.87,Lanche,2,1,1
22.58,Combustível,3,1,1
95.35,Alimentação,3,1,0
110.32,Lazer,5,0,1
45.22,Lanche,6,0,1
144.6,Alimentação,6,1,0
78.57,Lazer,5,0,1
45.25,Manutenção,4,1,1
32.57,Alimentação,2,1,1
131.83,Manutenção,1,1,1
22.72,Lazer,1,0,1
104.46,Combustível,1,1,1
53.12,Alimentação,4,1,1
113.75,Combustível,3,1,1
100.1,Combustível,3,1,1
126.58,Lanche,1,0,0
20.89,Combustível,3,1,1
11.19,Manutenção,6,1,0
111.69,Lanche,5,0,1
67.77,Combustível,3,1,1
104.61,Manutenção,1,1,0
10.95,Manutenção,5,1,0
141.9,Alimentação,4,1,0
53.29,Alimentação,7,1,0
69.47,Lanche,4,0,0
31.62,Lanche,1,0,0
79.48,Manutenção,1,1,0
43.63,Manutenção,4,0,0
85.96,Lazer,4,0,0
111.69,Combustível,4,1,1
89.84,Lazer,6,0,1
35.33,Lanche,5,1,1
59.3,Alimentação,5,1,1
111.26,Combustível,2,1,1
29.37,Combustível,7,1,1
32.59,Alimentação,3,1,1
70.63,Alimentação,2,1,1
51.71,Combustível,7,1,1
130.75,Lanche,5,1,1
20.81,Lazer,4,0,1
55.9,Alimentação,5,1,1
119.11,Lanche,4,0,0
59.09,Lanche,6,0,1
134.24,Manutenção,2,1,1
114.48,Manutenção,2,1,0
149.31,Lanche,1,1,1
149.23,Manutenção,4,1,1
60.95,Lazer,4,0,0
121.86,Alimentação,7,1,1
97.15,Alimentação,1,1,1
105.25,Combustível,7,1,1
76.41,Manutenção,4,0,0
122.97,Lazer,3,0,0
85.72,Manutenção,5,0,0
97.42,Combustível,6,1,1
141.05,Combustível,5,1,1
125.14,Lazer,7,0,1
128.43,Combustível,3,1,1
38.39,Manutenção,4,0,0
129.46,Lazer,4,0,1
61.99,Alimentação,1,1,1
37.63,Combustível,4,1,1
31.94,Alimentação,7,1,1
131.25,Combustível,7,1,1
11.31,Combustível,5,1,1
149.51,Manutenção,2,0,0
135.53,Lanche,6,1,1
10.63,Alimentação,2,1,0
27.4,Combustível,7,1,1
100.41,Manutenção,6,0,0
142.63,Manutenção,6,0,1
147.32,Lanche,2,1,1
114.83,Lanche,1,0,1
32.97,Alimentação,6,1,1
79.81,Lazer,3,0,1
52.32,Lanche,2,1,0
126.62,Manutenção,1,0,1
61.01,Manutenção,5,0,0
71.47,Alimentação,1,1,1
76.12,Alimentação,6,1,1
58.08,Lazer,1,0,1
29.4,Lazer,5,0,0
63.36,Lazer,6,0,1
25.37,Lanche,3,0,0
91.31,Alimentação,4,1,0
81.34,Alimentação,2,1,0
135.81,Alimentação,1,1,0
98.5,Alimentação,2,1,1
142.22,Alimentação,3,1,1
48.43,Lazer,6,0,0
89.0,Combustível,3,1,1
13.69,Lazer,7,0,0
78.44,Lazer,2,0,1
32.17,Lazer,3,0,1
56.25,Alimentação,7,1,1
147.8,Manutenção,3,0,1
35.83,Lanche,4,1,0
74.98,Lazer,4,0,0
79.6,Alimentação,6,1,0
19.0,Combustível,1,1,1
114.01,Alimentação,4,1,1
71.84,Lanche,6,0,1
46.54,Lazer,6,0,0
58.85,Alimentação,4,1,0
68.15,Combustível,5,1,1
37.32,Alimentação,6,1,0
72.29,Manutenção,7,0,0
142.28,Alimentação,1,1,0
102.77,Lanche,6,0,1
60.96,Manutenção,1,1,1
68.62,Lazer,5,0,0
98.11,Alimentação,3,1,0
80.74,Alimentação,3,1,0
36.17,Lanche,7,1,0
10.16,Lazer,1,0,1
102.57,Alimentação,3,1,0
89.1,Alimentação,7,1,1
19.38,Lazer,1,0,0
97.4,Alimentação,5,1,0
23.66,Lanche,1,0,1
35.59,Manutenção,2,1,1
84.3,Lazer,2,0,1
15.17,Combustível,6,1,1
58.08,Manutenção,1,0,0
144.19,Alimentação,5,1,0
42.42,Combustível,1,1,1
143.96,Lazer,1,0,0
18.66,Combustível,7,1,1
109.4,Lazer,6,0,1
144.66,Manutenção,2,0,1
113.02,Alimentação,3,1,0
130.33,Lazer,7,0,0
90.66,Lazer,6,0,0
94.23,Manutenção,6,1,1
125.16,Lanche,7,0,0
27.02,Lazer,4,0,0
45.89,Lazer,2,0,1
55.19,Combustível,7,1,1
98.0,Manutenção,3,1,0
37.23,Lanche,4,1,1
92.58,Lanche,5,0,0
26.92,Lazer,6,0,0
18.65,Combustível,6,1,1
60.61,Manutenção,5,0,0
147.23,Lanche,7,1,1
105.62,Combustível,1,1,1
68.05,Combustível,1,1,1
85.55,Lazer,5,0,1
52.51,Alimentação,5,1,0
54.15,Combustível,4,1,1
83.97,Alimentação,1,1,1
25.39,Combustível,5,1,1
116.68,Manutenção,5,0,1
59.94,Combustível,4,1,1
23.15,Manutenção,7,1,0
35.72,Lanche,2,0,1
143.64,Lanche,2,1,1
37.54,Lanche,3,1,0
62.19,Lanche,7,0,1
113.99,Combustível,1,1,1
72.77,Manutenção,2,1,1
80.97,Manutenção,4,0,0
39.99,Manutenção,5,1,0
99.62,Manutenção,1,0,1
31.74,Lazer,5,0,1
70.72,Lanche,5,1,0
129.27,Alimentação,3,1,1
87.53,Alimentação,3,1,1
17.38,Manutenção,7,0,1
134.54,Alimentação,1,1,0
89.6,Lanche,1,0,1
47.68,Lanche,7,0,0
133.72,Alimentação,1,1,1
20.42,Alimentação,3,1,1
62.04,Lanche,7,0,0
58.56,Lazer,4,0,0
67.28,Combustível,7,1,1
45.8,Manutenção,6,1,0
59.37,Lanche,6,1,1
140.17,Lanche,6,1,0
17.83,Combustível,2,1,1
97.18,Alimentação,7,1,0
116.44,Combustível,4,1,1
23.96,Lazer,5,0,0
69.45,Lanche,6,1,0
130.96,Lazer,2,0,0
63.99,Manutenção,1,0,1
31.27,Lazer,3,0,1
136.07,Alimentação,2,1,0
76.02,Alimentação,1,1,0
61.47,Manutenção,1,1,0
76.82,Combustível,3,1,1
118.84,Lanche,4,1,1
78.81,Manutenção,5,1,1
138.25,Lanche,1,0,0
85.42,Manutenção,7,1,1
123.57,Combustível,5,1,1
73.56,Lazer,3,0,1
86.14,Lanche,4,0,0
88.14,Manutenção,5,0,0
58.05,Manutenção,6,0,0
140.41,Combustível,7,1,1
88.08,Alimentação,2,1,0
136.48,Lazer,4,0,1
134.5,Lazer,3,0,0
53.76,Lanche,6,0,1
140.5,Lanche,4,1,1
102.62,Lazer,5,0,1
121.05,Lanche,5,0,1
26.25,Combustível,5,1,1
95.75,Combustível,4,1,1
137.65,Lazer,4,0,0
83.91,Combustível,1,1,1
102.44,Lanche,7,1,1
22.4,Manutenção,4,1,1
107.38,Manutenção,5,0,1
34.89,Alimentação,3,1,1
116.94,Alimentação,2,1,1
88.16,Lanche,2,0,0
53.51,Lanche,3,1,0
28.6,Lazer,5,0,0
13.87,Lanche,1,0,1
120.13,Manutenção,1,1,1
105.25,Alimentação,5,1,0
123.48,Lanche,1,0,1
10.82,Lanche,2,1,1
129.48,Lazer,6,0,1
93.45,Manutenção,1,0,1
28.62,Lanche,5,1,0
85.21,Lazer,5,0,1
129.94,Manutenção,5,1,0
13.41,Manutenção,6,0,0
25.64,Lanche,3,1,1
114.98,Alimentação,3,1,1
13.0,Lazer,6,0,1
88.85,Lazer,1,0,1
81.66,Combustível,2,1,1
115.18,Lanche,2,0,1
63.17,Lazer,6,0,1
91.69,Lanche,6,0,0
82.32,Combustível,6,1,1
119.81,Combustível,4,1,1
22.91,Alimentação,4,1,1
67.0,Combustível,2,1,1
63.67,Combustível,4,1,1
108.58,Lazer,7,0,1
28.56,Lazer,5,0,0
142.53,Alimentação,7,1,0
116.2,Lazer,2,0,0
102.15,Lanche,7,0,1
13.74,Alimentação,1,1,0
72.28,Alimentação,3,1,0
143.12,Manutenção,6,1,1
61.5,Lanche,7,1,1
34.29,Combustível,2,1,1
41.93,Lanche,4,1,0
135.08,Lazer,6,0,0
90.79,Lanche,2,1,0
12.01,Alimentação,1,1,0
131.27,Lazer,4,0,0
37.42,Lazer,2,0,1
63.99,Lanche,4,1,0
31.6,Manutenção,6,1,0
90.69,Lanche,2,0,1
123.94,Combustível,6,1,1
52.1,Alimentação,6,1,0
109.5,Manutenção,1,1,1
87.22,Alimentação,7,1,0
21.96,Lanche,2,1,0
85.97,Manutenção,2,0,1
56.52,Lazer,7,0,0
119.75,Combustível,4,1,1
86.04,Combustível,2,1,1
72.86,Lanche,1,1,1
84.29,Alimentação,7,1,0
124.24,Combustível,4,1,1
78.82,Alimentação,4,1,0
50.3,Lazer,6,0,1
89.73,Combustível,2,1,1
47.67,Lanche,3,0,1
16.05,Alimentação,4,1,1
136.78,Lazer,1,0,0
119.2,Combustível,4,1,1
118.72,Combustível,4,1,1
85.07,Lanche,2,1,0
74.36,Manutenção,6,0,1
78.19,Lanche,6,1,0
107.28,Lazer,7,0,0
20.63,Alimentação,6,1,0
97.76,Manutenção,5,1,1
100.55,Lanche,7,0,0
145.52,Lazer,5,0,0
148.25,Combustível,3,1,1
62.15,Alimentação,5,1,0
14.25,Alimentação,7,1,1
69.15,Combustível,3,1,1
14.56,Manutenção,6,0,0
114.13,Alimentação,6,1,1
16.36,Manutenção,5,0,1
128.32,Combustível,3,1,1
17.96,Manutenção,5,1,0
34.81,Combustível,7,1,1
49.27,Lazer,5,0,1
132.87,Alimentação,2,1,0
41.58,Manutenção,2,0,1
100.56,Combustível,2,1,1
11.32,Lanche,3,0,1
130.69,Lanche,5,0,0
149.44,Lanche,1,1,0
129.83,Manutenção,7,0,1
25.44,Alimentação,1,1,0
131.5,Alimentação,2,1,0
81.75,Manutenção,1,1,1
113.61,Alimentação,2,1,1
137.26,Manutenção,7,1,1
37.89,Combustível,3,1,1
30.57,Manutenção,5,1,0
55.63,Lazer,2,0,1
54.54,Manutenção,7,0,1
124.22,Lazer,4,0,1
16.86,Manutenção,1,1,0
126.02,Lanche,1,1,0
21.7,Combustível,5,1,1
59.77,Combustível,1,1,1
90.35,Manutenção,7,0,1
47.05,Lanche,7,0,0
47.24,Combustível,4,1,1
107.27,Combustível,4,1,1
111.81,Lanche,5,1,0
11.79,Combustível,3,1,1
91.85,Alimentação,6,1,0
100.05,Alimentação,7,1,1
38.33,Manutenção,5,0,0
142.74,Combustível,5,1,1
40.4,Combustível,1,1,1
68.19,Lanche,2,0,0
93.49,Lanche,3,0,1
98.95,Lazer,6,0,1
115.48,Lazer,6,0,0
10.58,Combustível,3,1,1
70.67,Combustível,5,1,1
44.48,Lazer,6,0,1
106.52,Alimentação,1,1,1
135.48,Combustível,3,1,1
49.73,Lazer,6,0,0
107.44,Combustível,5,1,1
121.63,Manutenção,7,0,1
18.0,Lazer,3,0,1
82.05,Manutenção,1,1,1
139.84,Lazer,3,0,1
46.04,Manutenção,5,1,0
44.71,Combustível,6,1,1
118.21,Manutenção,3,0,0
49.83,Lanche,3,1,0
51.96,Lanche,6,1,0
143.49,Lazer,2,0,0
126.51,Alimentação,5,1,1
28.9,Combustível,4,1,1
26.89,Alimentação,4,1,1
136.95,Alimentação,7,1,0
15.89,Alimentação,7,1,1
73.69,Manutenção,7,0,0
25.92,Manutenção,5,0,0
25.15,Manutenção,6,0,1
11.41,Combustível,4,1,1
105.49,Lazer,7,0,0
86.48,Lanche,4,1,0
30.9,Lanche,7,0,0
88.36,Combustível,4,1,1
85.56,Lanche,1,0,0
21.94,Alimentação,4,1,1
80.64,Alimentação,7,1,1
80.34,Combustível,1,1,1
44.22,Combustível,2,1,1
137.6,Combustível,4,1,1
126.85,Lazer,2,0,1
71.67,Combustível,3,1,1
107.48,Combustível,4,1,1
110.22,Lanche,1,1,1
77.12,Combustível,3,1,1
141.13,Lazer,2,0,0
91.67,Manutenção,5,1,1
27.18,Combustível,5,1,1
44.86,Alimentação,3,1,1
42.28,Alimentação,7,1,1
148.35,Lazer,4,0,1
93.39,Lazer,6,0,0
145.66,Alimentação,3,1,1
139.66,Alimentação,6,1,0
133.28,Lanche,4,0,0
136.34,Alimentação,6,1,0
23.61,Combustível,7,1,1
44.93,Lazer,5,0,0
136.26,Lanche,1,0,1
106.76,Manutenção,7,0,0
97.7,Alimentação,4,1,0
81.25,Lanche,4,1,1
97.69,Lazer,5,0,0
116.57,Lanche,7,1,0
149.11,Manutenção,6,1,0
91.15,Alimentação,6,1,1
126.42,Lazer,3,0,0
58.86,Lanche,5,1,1
55.23,Alimentação,2,1,0
82.08,Manutenção,1,1,1
107.76,Lanche,2,0,1
48.66,Lanche,1,1,1
51.1,Lazer,3,0,1
123.31,Combustível,6,1,1
85.44,Lazer,5,0,1
124.69,Alimentação,7,1,0
126.97,Alimentação,3,1,0
149.31,Lazer,4,0,1
78.35,Lanche,6,0,1
26.27,Alimentação,1,1,1
85.66,Lanche,5,1,1
53.48,Manutenção,7,0,1
14.99,Alimentação,7,1,1
76.61,Alimentação,7,1,0
140.27,Combustível,6,1,1
71.63,Lazer,5,0,1
113.63,Manutenção,7,1,1
46.34,Alimentação,5,1,1
30.99,Lanche,1,1,1
116.0,Lazer,3,0,1
59.71,Lazer,7,0,0
64.24,Lanche,5,1,1
46.38,Combustível,6,1,1
30.86,Manutenção,4,0,0
30.92,Manutenção,3,1,1
65.68,Lanche,1,1,0
78.06,Lazer,4,0,0
117.32,Alimentação,6,1,1
31.69,Lazer,1,0,1
149.84,Alimentação,3,1,0
27.35,Lanche,5,0,1
106.38,Lazer,1,0,0
91.71,Combustível,5,1,1
105.49,Alimentação,6,1,0
128.11,Lanche,7,0,1
99.41,Combustível,3,1,1
48.75,Manutenção,4,1,1
99.9,Manutenção,1,1,1
99.59,Lazer,7,0,0
110.49,Lazer,3,0,0
122.96,Lazer,5,0,1
64.63,Lanche,3,1,0
143.79,Combustível,7,1,1
81.67,Manutenção,7,1,0
38.87,Manutenção,3,1,1
12.14,Alimentação,6,1,0
34.58,Lanche,7,0,1
38.41,Lazer,3,0,1
123.15,Alimentação,7,1,0
80.57,Lanche,4,1,0
71.44,Combustível,1,1,1
105.73,Combustível,7,1,1
146.46,Lanche,1,0,0
116.5,Lanche,7,1,1
70.5,Manutenção,2,0,1
110.88,Combustível,5,1,1
127.62,Lazer,2,0,0
120.07,Lazer,2,0,1
17.43,Lanche,4,1,1
54.84,Combustível,7,1,1
22.75,Alimentação,6,1,0
21.76,Combustível,4,1,1
60.34,Combustível,6,1,1
92.09,Lanche,4,0,0
35.4,Alimentação,7,1,1
49.18,Lazer,1,0,1
28.02,Alimentação,4,1,1
104.69,Manutenção,3,1,1
47.55,Manutenção,7,1,1
91.29,Alimentação,7,1,1
117.69,Lanche,7,1,0
34.47,Lanche,1,0,0
36.34,Combustível,3,1,1
12.54,Lanche,3,1,0
140.0,Combustível,6,1,1
97.86,Manutenção,1,1,0
48.23,Combustível,6,1,1
30.44,Lanche,7,1,0
16.08,Alimentação,3,1,1
139.5,Alimentação,6,1,1
135.77,Manutenção,5,0,0
46.12,Lanche,1,0,0
72.06,Lazer,1,0,1
46.06,Lazer,6,0,1
10.53,Lanche,3,1,1
26.39,Manutenção,2,0,0
67.2,Manutenção,6,0,1
108.0,Lanche,6,1,0
105.31,Manutenção,3,0,1
48.3,Manutenção,1,1,1
98.11,Alimentação,7,1,1
25.67,Alimentação,6,1,0
59.0,Lanche,4,0,1
142.12,Lazer,7,0,1
131.38,Alimentação,4,1,0
103.18,Combustível,5,1,1
107.58,Lanche,5,0,0
45.07,Combustível,2,1,1
145.35,Manutenção,5,0,1
129.14,Combustível,1,1,1
58.3,Lazer,5,0,1
44.17,Manutenção,4,1,0
62.59,Combustível,1,1,1
58.95,Manutenção,6,0,1
79.86,Combustível,6,1,1
33.75,Alimentação,2,1,1
14.91,Manutenção,7,1,0
29.7,Alimentação,7,1,1
46.1,Combustível,7,1,1
58.85,Alimentação,6,1,0
23.27,Lanche,2,0,1
100.45,Alimentação,5,1,1
122.39,Combustível,6,1,1
131.88,Lazer,5,0,1
34.39,Manutenção,2,0,1
26.96,Alimentação,1,1,1
83.26,Lanche,3,0,1
116.87,Lanche,1,0,1
40.51,Alimentação,7,1,1
148.6,Alimentação,3,1,1
39.97,Alimentação,7,1,1
118.1,Alimentação,7,1,1
121.63,Lazer,1,0,1
72.0,Alimentação,4,1,1
12.83,Combustível,7,1,1
35.46,Lazer,1,0,1
138.43,Alimentação,7,1,0
111.61,Lazer,1,0,1
16.24,Combustível,7,1,1
21.09,Alimentação,6,1,0
29.84,Manutenção,6,1,0
117.47,Alimentação,7,1,0
24.64,Alimentação,6,1,1
81.28,Lazer,5,0,1
16.54,Lazer,4,0,0
24.52,Manutenção,4,0,1
109.62,Lanche,7,0,0
133.33,Alimentação,4,1,0
61.77,Manutenção,6,1,0
44.73,Lanche,1,0,1
118.04,Combustível,5,1,1
10.62,Lazer,5,0,1
89.98,Lazer,3,0,0
15.2,Lanche,6,0,0
106.61,Alimentação,5,1,1
60.55,Combustível,5,1,1
100.94,Lanche,3,1,1
93.9,Lanche,2,1,0
125.57,Manutenção,2,1,1
67.38,Combustível,1,1,1
31.17,Lazer,6,0,0
21.1,Manutenção,7,0,0
130.77,Alimentação,6,1,0
132.86,Alimentação,5,1,0
77.62,Alimentação,6,1,1
57.91,Combustível,7,1,1
51.62,Lanche,4,0,0
136.32,Combustível,6,1,1
31.35,Alimentação,5,1,0
75.51,Lanche,6,0,0
126.37,Manutenção,4,0,0
93.53,Lazer,6,0,1
24.57,Lazer,2,0,0
37.12,Lanche,4,1,0
137.93,Combustível,2,1,1
124.63,Lanche,7,0,1
95.56,Combustível,1,1,1
66.13,Lazer,2,0,0
76.27,Alimentação,7,1,1
44.62,Lanche,4,0,0
37.25,Alimentação,7,1,1
149.11,Combustível,6,1,1
63.12,Combustível,1,1,1
35.23,Manutenção,7,0,1
50.97,Lazer,1,0,1
70.74,Lazer,6,0,0
74.81,Combustível,2,1,1
23.73,Manutenção,7,1,1
45.97,Lazer,6,0,1
99.72,Manutenção,7,1,0
22.46,Lanche,5,1,1
145.88,Combustível,4,1,1
67.9,Manutenção,4,1,0
107.67,Combustível,4,1,1
77.08,Manutenção,5,1,1
32.5,Manutenção,6,0,0
68.39,Lazer,2,0,1
17.5,Manutenção,6,0,1
105.45,Lanche,7,1,0
118.33,Alimentação,2,1,1
50.18,Manutenção,3,0,0
132.22,Manutenção,3,0,0
69.33,Lanche,4,0,1
86.83,Manutenção,2,0,1
148.2,Lazer,7,0,0
18.11,Combustível,7,1,1
67.98,Alimentação,6,1,1
93.79,Alimentação,6,1,0
28.94,Lazer,4,0,0
125.19,Combustível,4,1,1
98.09,Combustível,5,1,1
81.3,Combustível,6,1,1
93.51,Lazer,6,0,0
68.46,Alimentação,2,1,0
97.72,Lazer,7,0,0
127.13,Lazer,5,0,1
90.14,Lanche,6,0,1
146.97,Lazer,4,0,0
66.36,Lanche,7,1,0
149.06,Alimentação,5,1,0
111.81,Alimentação,2,1,1
70.43,Alimentação,2,1,1
70.02,Combustível,5,1,1
124.65,Manutenção,7,1,0
78.69,Combustível,6,1,1
132.76,Lazer,1,0,0
57.54,Manutenção,7,1,0
35.77,Alimentação,5,1,0
17.75,Manutenção,1,0,0
116.28,Lanche,1,1,1
81.07,Combustível,7,1,1
58.97,Manutenção,2,0,0
33.88,Alimentação,6,1,1
76.81,Manutenção,6,1,1
28.61,Lazer,6,0,0
53.21,Combustível,4,1,1
147.31,Lazer,1,0,0
91.72,Alimentação,6,1,1
119.14,Combustível,6,1,1
53.18,Manutenção,1,1,0
100.62,Combustível,3,1,1
22.94,Lanche,6,1,1
35.74,Lanche,3,0,0
93.87,Combustível,7,1,1
87.16,Combustível,7,1,1
64.63,Lazer,1,0,1
98.44,Alimentação,5,1,1
27.28,Alimentação,7,1,1
90.14,Combustível,1,1,1
119.05,Combustível,2,1,1
139.6,Lanche,7,1,1
31.23,Lazer,7,0,0
138.03,Lanche,3,1,0
65.52,Manutenção,7,0,0
111.23,Lazer,7,0,0
36.86,Lanche,2,1,1
37.55,Combustível,7,1,1
141.25,Lazer,1,0,0
136.04,Manutenção,4,0,1
39.81,Alimentação,7,1,0
92.79,Lazer,6,0,0
36.72,Lazer,1,0,1
76.1,Combustível,2,1,1
111.78,Combustível,4,1,1
53.81,Alimentação,1,1,1
103.23,Combustível,5,1,1
147.17,Alimentação,2,1,1
87.6,Manutenção,7,1,1
20.76,Lanche,5,0,1
67.01,Lazer,1,0,0
16.29,Lanche,2,0,1
37.97,Manutenção,7,1,1
28.68,Manutenção,5,0,1
112.6,Combustível,4,1,1
49.4,Lazer,7,0,1
142.18,Lanche,2,1,0
65.49,Alimentação,4,1,1
117.72,Manutenção,5,1,1
79.05,Lanche,1,0,0
49.21,Alimentação,6,1,0
104.99,Manutenção,2,0,1
21.19,Alimentação,6,1,0
68.29,Combustível,1,1,1
56.44,Manutenção,6,0,0
18.22,Alimentação,7,1,1
121.64,Lazer,6,0,0
79.21,Lanche,5,1,1
27.55,Manutenção,2,1,0
138.18,Lanche,4,1,0
101.16,Combustível,6,1,1
46.49,Lazer,2,0,0
29.15,Lazer,4,0,1
106.84,Alimentação,5,1,0
137.36,Alimentação,6,1,1
122.88,Lanche,6,0,1
141.62,Alimentação,4,1,0
32.96,Manutenção,2,1,0
51.45,Combustível,6,1,1
59.97,Alimentação,6,1,0
36.63,Combustível,6,1,1
49.81,Lanche,4,0,1
106.01,Combustível,2,1,1
81.7,Alimentação,1,1,1
125.73,Combustível,3,1,1
47.86,Manutenção,5,0,0
138.9,Lanche,6,0,0
81.04,Lanche,2,0,0
84.1,Alimentação,3,1,1
17.05,Lazer,6,0,0
78.2,Lazer,2,0,1
110.39,Manutenção,5,0,0
22.32,Manutenção,3,0,0
114.58,Lanche,7,0,1
48.34,Lazer,3,0,1
94.13,Lazer,3,0,0
63.13,Manutenção,1,0,0
84.52,Lazer,6,0,1
61.8,Lanche,2,0,0
31.33,Alimentação,7,1,0
25.99,Alimentação,2,1,1
108.37,Lanche,6,1,0
132.7,Alimentação,7,1,0
28.94,Alimentação,7,1,0
95.63,Lazer,3,0,1
135.16,Manutenção,2,0,0
132.98,Combustível,2,1,1
49.74,Combustível,1,1,1
44.21,Lanche,3,0,0
130.18,Combustível,2,1,1
29.0,Lazer,2,0,1
71.11,Alimentação,7,1,1
94.83,Combustível,3,1,1
42.3,Alimentação,1,1,1
127.34,Manutenção,2,0,1
16.31,Combustível,1,1,1
145.93,Manutenção,7,1,0
76.81,Lanche,1,0,0
32.24,Manutenção,3,1,1
60.19,Lazer,1,0,0
31.5,Combustível,3,1,1
122.53,Manutenção,4,0,0
59.94,Combustível,6,1,1
119.49,Manutenção,5,1,0
104.59,Manutenção,2,0,0
112.04,Combustível,6,1,1
144.16,Lanche,5,0,0
83.18,Alimentação,1,1,0
72.98,Alimentação,7,1,0
23.16,Lanche,4,0,1
105.17,Lanche,7,0,1
82.7,Lazer,3,0,1
100.99,Combustível,5,1,1
34.29,Lanche,6,1,1
118.78,Manutenção,6,1,0
13.56,Lanche,4,0,1
142.12,Lazer,1,0,0
41.98,Lazer,3,0,0
63.26,Manutenção,7,0,1
54.82,Combustível,2,1,1
51.4,Alimentação,2,1,0
37.82,Combustível,2,1,1
49.96,Manutenção,1,0,0
81.71,Lazer,7,0,1
68.04,Lanche,6,1,1
98.21,Alimentação,5,1,0
25.09,Lazer,7,0,0
72.35,Lazer,1,0,0
86.88,Lanche,4,0,1
115.18,Lazer,3,0,1
138.94,Combustível,1,1,1
81.87,Combustível,3,1,1
52.36,Lazer,4,0,1
19.94,Alimentação,5,1,0
86.02,Lazer,2,0,0
97.69,Alimentação,3,1,0
38.39,Lazer,5,0,1
137.92,Combustível,5,1,1
15.0,Combustível,6,1,1
83.63,Lazer,1,0,0
30.04,Combustível,1,1,1
48.87,Alimentação,3,1,0
125.62,Manutenção,2,0,0
132.77,Lanche,1,1,1
54.35,Combustível,5,1,1
114.87,Manutenção,5,0,0
23.74,Lazer,5,0,1
110.98,Lanche,1,0,0
57.33,Lazer,7,0,1
55.9,Lazer,3,0,0
10.1,Manutenção,1,0,1
40.31,Lazer,1,0,1
97.87,Alimentação,1,1,1
78.2,Manutenção,3,1,1
25.2,Combustível,6,1,1
43.24,Alimentação,6,1,0
95.8,Lazer,7,0,0
11.95,Manutenção,3,0,0
67.88,Combustível,1,1,1
42.84,Lazer,3,0,0
87.91,Lanche,1,1,0
102.3,Lazer,2,0,1
117.61,Alimentação,3,1,1
115.4,Alimentação,2,1,1
23.74,Combustível,3,1,1
80.89,Lanche,4,1,1
127.36,Combustível,3,1,1
95.66,Combustível,1,1,1
31.56,Manutenção,5,0,0
137.19,Lanche,1,1,1
75.46,Lanche,6,1,1
110.79,Lazer,2,0,1
61.28,Alimentação,3,1,0
40.67,Lazer,4,0,0
73.95,Combustível,1,1,1
65.15,Lazer,2,0,1
12.25,Alimentação,7,1,0
59.83,Lazer,2,0,1
102.56,Alimentação,2,1,1
130.93,Alimentação,7,1,0
111.38,Manutenção,7,1,0
48.97,Lazer,5,0,0
94.5,Manutenção,7,1,0
86.68,Lanche,6,1,1
86.96,Manutenção,7,0,0
133.98,Alimentação,7,1,1
115.75,Combustível,7,1,1
142.28,Combustível,7,1,1
11.39,Alimentação,4,1,1
30.4,Combustível,5,1,1
18.97,Manutenção,4,0,1
72.36,Lanche,4,0,1
42.48,Manutenção,1,1,0
20.57,Combustível,7,1,1
41.79,Manutenção,6,0,0
48.41,Combustível,2,1,1
11.15,Lanche,1,0,0
20.95,Manutenção,1,0,1
144.87,Lazer,7,0,1
92.31,Combustível,7,1,1
31.65,Manutenção,4,0,1
61.85,Lanche,7,0,0
84.22,Manutenção,7,0,1
119.05,Alimentação,3,1,1
86.97,Alimentação,2,1,1
91.78,Combustível,3,1,1
124.04,Manutenção,1,0,1
62.06,Lanche,5,1,1
85.29,Manutenção,3,0,1
29.31,Combustível,4,1,1
148.88,Lazer,5,0,1
32.05,Lazer,6,0,1
92.35,Lazer,7,0,0
57.91,Lanche,2,1,0
118.89,Lazer,4,0,1
123.01,Lanche,2,1,1
20.7,Manutenção,1,1,0
83.74,Manutenção,5,0,0
92.24,Alimentação,7,1,0
80.21,Manutenção,3,1,0
142.94,Lanche,1,1,1
107.82,Lanche,5,0,1
114.71,Combustível,5,1,1
90.88,Lanche,7,1,0
13.93,Lanche,1,1,0
137.85,Lazer,4,0,0
69.21,Lazer,6,0,1
143.29,Combustível,2,1,1
20.14,Manutenção,2,0,1
83.76,Alimentação,3,1,1
85.8,Alimentação,2,1,1
64.6,Alimentação,6,1,1
110.56,Alimentação,2,1,0
105.81,Lanche,2,0,1
